month,ccf
2024-10-01,18.122
2024-11-01,20.2967
2024-12-01,21.7465
2025-01-01,22.8338
2025-02-01,18.122
2025-03-01,22.4714
2025-04-01,20.6591
2025-05-01,19.2094
2025-06-01,16.723
2025-07-01,15.585
2025-08-01,11.2357
2025-09-01,15.585
2025-10-01,17.3972
2025-11-01,19.2094
2025-12-01,21.7465
2026-01-01,17.7596
2026-02-01,13.63
2026-03-01,8.74
